"Step","Proposed_Uniform - rollout/success_rate","Proposed_Uniform - rollout/success_rate__MIN","Proposed_Uniform - rollout/success_rate__MAX","Prior_Uniform - rollout/success_rate","Prior_Uniform - rollout/success_rate__MIN","Prior_Uniform - rollout/success_rate__MAX","Prior_Strong - rollout/success_rate","Prior_Strong - rollout/success_rate__MIN","Prior_Strong - rollout/success_rate__MAX","Proposed_hard - rollout/success_rate","Proposed_hard - rollout/success_rate__MIN","Proposed_hard - rollout/success_rate__MAX","Proposed_medium2 - rollout/success_rate","Proposed_medium2 - rollout/success_rate__MIN","Proposed_medium2 - rollout/success_rate__MAX","Prior_medium2 - rollout/success_rate","Prior_medium2 - rollout/success_rate__MIN","Prior_medium2 - rollout/success_rate__MAX"
"1210","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"1214","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1215","0.35","0.35","0.35","","","","","","","","","","","","","","",""
"1220","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"1222","","","","","","","","","","0.2","0.2","0.2","","","","","",""
"1227","","","","","","","","","","","","","0.25","0.25","0.25","","",""
"1228","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1234","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"1236","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"1237","","","","0.27","0.27","0.27","","","","","","","","","","","",""
"1241","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"1242","0.34","0.34","0.34","","","","","","","","","","","","","","",""
"1248","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"1249","","","","0.26","0.26","0.26","","","","","","","","","","","",""
"1255","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1256","0.35","0.35","0.35","","","","","","","","","","","","","","",""
"1262","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"1263","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"1268","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"1269","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1270","0.37","0.37","0.37","","","","","","","","","","","","","","",""
"1272","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"1276","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"1277","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"1282","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"1283","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1284","0.34","0.34","0.34","","","","","","","","","","","","","","",""
"1286","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"1291","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"1296","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"1297","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1300","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"1303","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"1305","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"1310","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1311","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1314","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1317","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"1319","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"1320","0.32","0.32","0.32","","","","","","","","","","","","","","",""
"1325","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1328","","","","","","","","","","0.26","0.26","0.26","","","","","",""
"1331","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"1334","0.31","0.31","0.31","","","","","","","","","","","","","","",""
"1342","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1345","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"1346","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"1348","0.31","0.31","0.31","","","","","","","","","","","","","","",""
"1355","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"1359","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1360","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1361","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1362","0.31","0.31","0.31","","","","","","","","","","","","","","",""
"1369","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"1373","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1374","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1375","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1376","0.32","0.32","0.32","","","","","","","","","","","","","","",""
"1383","","","","0.36","0.36","0.36","","","","0.24","0.24","0.24","","","","","",""
"1388","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1389","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1390","0.31","0.31","0.31","","","","","","","","","","","","","","",""
"1397","","","","0.34","0.34","0.34","","","","0.24","0.24","0.24","","","","","",""
"1402","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"1404","0.31","0.31","0.31","","","","","","","","","","","","","","",""
"1409","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1411","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"1416","","","","0.33","0.33","0.33","0.26","0.26","0.26","","","","0.2","0.2","0.2","","",""
"1423","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"1425","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"1430","","","","0.34","0.34","0.34","0.27","0.27","0.27","","","","","","","","",""
"1437","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1439","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1444","","","","0.33","0.33","0.33","0.26","0.26","0.26","","","","","","","","",""
"1445","0.3","0.3","0.3","","","","","","","","","","","","","","",""
"1451","","","","","","","","","","","","","","","","0.3","0.3","0.3"
"1457","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"1458","","","","0.33","0.33","0.33","0.27","0.27","0.27","","","","","","","","",""
"1459","0.29","0.29","0.29","","","","","","","","","","","","","","",""
"1471","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1472","","","","0.34","0.34","0.34","0.27","0.27","0.27","","","","","","","","",""
"1473","0.26","0.26","0.26","","","","","","","","","","","","","","",""
"1475","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1478","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1485","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"1486","","","","0.33","0.33","0.33","0.26","0.26","0.26","","","","","","","","",""
"1487","0.29","0.29","0.29","","","","","","","","","","","","","","",""
"1489","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1492","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1499","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1500","","","","0.34","0.34","0.34","0.25","0.25","0.25","","","","","","","","",""
"1501","0.28","0.28","0.28","","","","","","","","","","","","","","",""
"1503","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"1506","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1513","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"1514","","","","0.34","0.34","0.34","0.26","0.26","0.26","","","","","","","","",""
"1515","0.28","0.28","0.28","","","","","","","","","","","","","","",""
"1517","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1520","","","","","","","","","","","","","","","","0.3","0.3","0.3"
"1527","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"1528","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1534","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"1544","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1548","","","","","","","","","","","","","","","","0.29","0.29","0.29"
"1550","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"1551","0.27","0.27","0.27","","","","","","","","","","","","","","",""
"1558","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1562","","","","","","","","","","","","","","","","0.28","0.28","0.28"
"1563","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"1564","","","","0.34","0.34","0.34","0.27","0.27","0.27","","","","","","","","",""
"1565","0.28","0.28","0.28","","","","","","","","","","","","","","",""
"1576","","","","","","","","","","","","","","","","0.28","0.28","0.28"
"1577","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"1579","0.27","0.27","0.27","","","","","","","","","","","","","","",""
"1583","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"1591","","","","","","","0.27","0.27","0.27","","","","0.24","0.24","0.24","","",""
"1594","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1597","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"1605","","","","","","","0.26","0.26","0.26","","","","0.25","0.25","0.25","","",""
"1606","0.24","0.24","0.24","","","","","","","","","","","","","","",""
"1608","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"1611","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"1612","","","","","","","","","","","","","","","","0.3","0.3","0.3"
"1619","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"1622","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"1625","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"1626","","","","","","","","","","","","","","","","0.27","0.27","0.27"
"1632","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"1633","","","","","","","0.24","0.24","0.24","","","","","","","","",""
"1636","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"1639","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"1642","0.22","0.22","0.22","","","","","","","","","","","","","","",""
"1646","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"1647","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1650","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"1653","","","","0.35","0.35","0.35","","","","","","","","","","0.25","0.25","0.25"
"1656","0.21","0.21","0.21","","","","","","","","","","","","","","",""
"1661","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1664","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"1667","","","","0.33","0.33","0.33","","","","","","","","","","0.27","0.27","0.27"
"1670","0.22","0.22","0.22","","","","","","","","","","","","","","",""
"1675","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"1681","","","","0.33","0.33","0.33","","","","","","","","","","0.28","0.28","0.28"
"1682","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"1684","0.23","0.23","0.23","","","","","","","","","","","","","","",""
"1689","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"1692","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"1695","","","","0.33","0.33","0.33","","","","","","","","","","0.27","0.27","0.27"
"1696","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"1698","0.24","0.24","0.24","","","","","","","","","","","","","","",""
"1703","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"1709","","","","0.31","0.31","0.31","","","","","","","","","","0.28","0.28","0.28"
"1710","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"1712","0.22","0.22","0.22","","","","","","","","","","","","","","",""
"1717","","","","","","","0.23","0.23","0.23","","","","","","","","",""
"1719","","","","","","","","","","0.2","0.2","0.2","","","","","",""
"1723","","","","","","","","","","","","","","","","0.29","0.29","0.29"
"1724","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"1731","","","","","","","0.23","0.23","0.23","0.2","0.2","0.2","","","","","",""
"1737","","","","","","","","","","","","","","","","0.29","0.29","0.29"
"1738","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"1740","0.2","0.2","0.2","","","","","","","","","","","","","","",""
"1745","","","","","","","","","","0.2","0.2","0.2","","","","","",""
"1751","","","","0.27","0.27","0.27","","","","","","","","","","0.29","0.29","0.29"
"1752","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"1754","0.23","0.23","0.23","","","","","","","","","","","","","","",""
"1759","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"1765","","","","0.27","0.27","0.27","","","","","","","","","","0.29","0.29","0.29"
"1768","0.24","0.24","0.24","","","","","","","","","","","","","","",""
"1773","","","","","","","","","","0.2","0.2","0.2","","","","","",""
"1779","","","","0.27","0.27","0.27","","","","","","","","","","0.31","0.31","0.31"
"1780","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"1781","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1793","","","","0.25","0.25","0.25","","","","","","","","","","","",""
"1794","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"1795","0.24","0.24","0.24","","","","0.28","0.28","0.28","","","","","","","","",""
"1807","","","","0.26","0.26","0.26","","","","","","","","","","","",""
"1809","0.26","0.26","0.26","","","","0.28","0.28","0.28","0.2","0.2","0.2","","","","","",""
"1813","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"1821","","","","0.26","0.26","0.26","","","","","","","","","","0.31","0.31","0.31"
"1823","0.25","0.25","0.25","","","","0.29","0.29","0.29","0.21","0.21","0.21","","","","","",""
"1827","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"1835","","","","0.25","0.25","0.25","","","","","","","","","","0.31","0.31","0.31"
"1837","0.24","0.24","0.24","","","","0.28","0.28","0.28","0.21","0.21","0.21","","","","","",""
"1841","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"1849","","","","0.26","0.26","0.26","","","","","","","","","","0.33","0.33","0.33"
"1851","","","","","","","0.28","0.28","0.28","0.24","0.24","0.24","","","","","",""
"1863","","","","0.25","0.25","0.25","","","","","","","","","","0.32","0.32","0.32"
"1865","","","","","","","0.27","0.27","0.27","0.24","0.24","0.24","","","","","",""
"1873","0.23","0.23","0.23","","","","","","","","","","","","","","",""
"1877","","","","","","","","","","","","","0.29","0.29","0.29","0.33","0.33","0.33"
"1879","","","","","","","0.26","0.26","0.26","0.23","0.23","0.23","","","","","",""
"1882","","","","0.24","0.24","0.24","","","","","","","","","","","",""
"1887","0.23","0.23","0.23","","","","","","","","","","","","","","",""
"1891","","","","","","","","","","","","","0.29","0.29","0.29","0.33","0.33","0.33"
"1893","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"1896","","","","0.24","0.24","0.24","","","","","","","","","","","",""
"1901","0.23","0.23","0.23","","","","","","","","","","","","","","",""
"1905","","","","","","","","","","","","","0.27","0.27","0.27","0.33","0.33","0.33"
"1907","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"1910","","","","0.25","0.25","0.25","","","","","","","","","","","",""
"1915","0.23","0.23","0.23","","","","","","","","","","","","","","",""
"1919","","","","","","","","","","","","","0.27","0.27","0.27","0.33","0.33","0.33"
"1921","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"1926","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1929","0.24","0.24","0.24","","","","","","","","","","","","","","",""
"1933","","","","","","","","","","","","","0.28","0.28","0.28","0.33","0.33","0.33"
"1935","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"1938","","","","0.25","0.25","0.25","","","","","","","","","","","",""
"1940","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"1947","","","","","","","","","","","","","0.28","0.28","0.28","0.33","0.33","0.33"
"1949","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"1952","","","","0.25","0.25","0.25","","","","","","","","","","","",""
"1963","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"1966","","","","0.26","0.26","0.26","","","","","","","","","","","",""
"1971","0.21","0.21","0.21","","","","","","","","","","","","","","",""
"1974","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"1976","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"1977","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"1980","","","","0.26","0.26","0.26","","","","","","","","","","","",""
"1985","0.22","0.22","0.22","","","","","","","","","","","","","","",""
"1988","","","","","","","","","","","","","","","","0.36","0.36","0.36"
