"Step","Proposed_Uniform - rollout/ep_rew_mean","Proposed_Uniform - rollout/ep_rew_mean__MIN","Proposed_Uniform - rollout/ep_rew_mean__MAX","Prior_Uniform - rollout/ep_rew_mean","Prior_Uniform - rollout/ep_rew_mean__MIN","Prior_Uniform - rollout/ep_rew_mean__MAX","Prior_Strong - rollout/ep_rew_mean","Prior_Strong - rollout/ep_rew_mean__MIN","Prior_Strong - rollout/ep_rew_mean__MAX","Proposed_hard - rollout/ep_rew_mean","Proposed_hard - rollout/ep_rew_mean__MIN","Proposed_hard - rollout/ep_rew_mean__MAX","Proposed_medium2 - rollout/ep_rew_mean","Proposed_medium2 - rollout/ep_rew_mean__MIN","Proposed_medium2 - rollout/ep_rew_mean__MAX","Prior_medium2 - rollout/ep_rew_mean","Prior_medium2 - rollout/ep_rew_mean__MIN","Prior_medium2 - rollout/ep_rew_mean__MAX"
"1020","","","","","","","","","","-104.40687","-104.40687","-104.40687","","","","","",""
"1023","","","","","","","","","","","","","-87.61444","-87.61444","-87.61444","","",""
"1024","","","","","","","-56.619812","-56.619812","-56.619812","","","","","","","-51.06838","-51.06838","-51.06838"
"1028","","","","-50.425175","-50.425175","-50.425175","","","","","","","","","","","",""
"1031","-52.68489","-52.68489","-52.68489","","","","","","","","","","","","","","",""
"1037","","","","","","","","","","","","","-84.60848","-84.60848","-84.60848","","",""
"1038","","","","","","","-58.93651","-58.93651","-58.93651","","","","","","","-50.331745","-50.331745","-50.331745"
"1042","","","","-44.432022","-44.432022","-44.432022","","","","","","","","","","","",""
"1051","","","","","","","","","","","","","-81.25447","-81.25447","-81.25447","","",""
"1052","","","","","","","-60.40753","-60.40753","-60.40753","","","","","","","-47.26399","-47.26399","-47.26399"
"1056","","","","-49.992302","-49.992302","-49.992302","","","","-105.13491","-105.13491","-105.13491","","","","","",""
"1058","-48.214874","-48.214874","-48.214874","","","","","","","","","","","","","","",""
"1060","","","","","","","","","","-105.51791","-105.51791","-105.51791","","","","","",""
"1066","","","","","","","-59.995804","-59.995804","-59.995804","","","","","","","-45.904396","-45.904396","-45.904396"
"1070","","","","-45.41113","-45.41113","-45.41113","","","","","","","","","","","",""
"1074","","","","","","","","","","-98.20699","-98.20699","-98.20699","","","","","",""
"1078","","","","","","","","","","","","","-82.252556","-82.252556","-82.252556","","",""
"1080","","","","","","","","","","","","","","","","-45.49019","-45.49019","-45.49019"
"1088","","","","","","","","","","-99.374504","-99.374504","-99.374504","","","","","",""
"1089","","","","-49.626125","-49.626125","-49.626125","","","","","","","","","","","",""
"1092","","","","","","","","","","","","","-75.77801","-75.77801","-75.77801","","",""
"1093","","","","","","","-57.187466","-57.187466","-57.187466","","","","","","","","",""
"1094","-51.87807","-51.87807","-51.87807","","","","","","","","","","","","","-43.86612","-43.86612","-43.86612"
"1102","","","","","","","","","","-98.22259","-98.22259","-98.22259","","","","","",""
"1103","","","","-50.58102","-50.58102","-50.58102","","","","","","","","","","","",""
"1106","","","","","","","","","","","","","-75.894554","-75.894554","-75.894554","","",""
"1107","","","","","","","-55.79851","-55.79851","-55.79851","","","","","","","","",""
"1108","-52.259148","-52.259148","-52.259148","","","","","","","","","","","","","-41.576622","-41.576622","-41.576622"
"1116","","","","","","","","","","-96.5183","-96.5183","-96.5183","","","","","",""
"1117","","","","-53.375156","-53.375156","-53.375156","","","","","","","","","","","",""
"1121","","","","","","","-57.604218","-57.604218","-57.604218","","","","","","","","",""
"1122","-48.773502","-48.773502","-48.773502","","","","","","","","","","","","","-38.590343","-38.590343","-38.590343"
"1136","-46.48581","-46.48581","-46.48581","","","","","","","","","","","","","","",""
"1141","","","","","","","","","","","","","","","","-38.66803","-38.66803","-38.66803"
"1142","","","","","","","","","","","","","-72.11198","-72.11198","-72.11198","","",""
"1150","-41.865032","-41.865032","-41.865032","","","","","","","","","","","","","","",""
"1152","","","","","","","","","","-93.8203","-93.8203","-93.8203","","","","","",""
"1153","","","","-59.826","-59.826","-59.826","","","","","","","","","","","",""
"1155","","","","","","","","","","","","","","","","-34.406017","-34.406017","-34.406017"
"1156","","","","","","","","","","","","","-77.72508","-77.72508","-77.72508","","",""
"1157","","","","","","","-57.16493","-57.16493","-57.16493","","","","","","","","",""
"1164","-41.816994","-41.816994","-41.816994","","","","","","","","","","","","","","",""
"1166","","","","","","","","","","-88.95737","-88.95737","-88.95737","","","","","",""
"1167","","","","-55.329445","-55.329445","-55.329445","","","","","","","","","","","",""
"1169","","","","","","","","","","","","","","","","-38.90655","-38.90655","-38.90655"
"1170","","","","","","","","","","","","","-81.127464","-81.127464","-81.127464","","",""
"1171","","","","","","","-55.227474","-55.227474","-55.227474","","","","","","","","",""
"1178","-42.89428","-42.89428","-42.89428","","","","","","","","","","","","","","",""
"1181","","","","-55.56282","-55.56282","-55.56282","","","","","","","","","","","",""
"1183","","","","","","","","","","","","","","","","-36.936302","-36.936302","-36.936302"
"1184","","","","","","","","","","","","","-78.50789","-78.50789","-78.50789","","",""
"1185","","","","","","","-58.256508","-58.256508","-58.256508","","","","","","","","",""
"1193","","","","","","","","","","-86.048744","-86.048744","-86.048744","","","","","",""
"1195","","","","-57.37653","-57.37653","-57.37653","","","","","","","","","","","",""
"1198","","","","","","","","","","","","","-79.831535","-79.831535","-79.831535","","",""
"1199","","","","","","","-55.88391","-55.88391","-55.88391","","","","","","","","",""
"1207","","","","","","","","","","-90.08349","-90.08349","-90.08349","","","","","",""
"1209","","","","-57.461243","-57.461243","-57.461243","","","","","","","","","","","",""
"1213","","","","","","","-56.568233","-56.568233","-56.568233","","","","","","","","",""
"1214","-43.087864","-43.087864","-43.087864","","","","","","","","","","","","","","",""
"1219","","","","","","","","","","","","","","","","-34.88004","-34.88004","-34.88004"
"1221","","","","","","","","","","-91.21903","-91.21903","-91.21903","","","","","",""
"1226","","","","","","","","","","","","","-79.17242","-79.17242","-79.17242","","",""
"1227","","","","","","","-59.834778","-59.834778","-59.834778","","","","","","","","",""
"1233","","","","","","","","","","","","","","","","-35.185947","-35.185947","-35.185947"
"1235","","","","","","","","","","-86.60557","-86.60557","-86.60557","","","","","",""
"1236","","","","-60.00604","-60.00604","-60.00604","","","","","","","","","","","",""
"1240","","","","","","","","","","","","","-84.03643","-84.03643","-84.03643","","",""
"1241","-46.398785","-46.398785","-46.398785","","","","","","","","","","","","","","",""
"1247","","","","","","","","","","","","","","","","-34.200184","-34.200184","-34.200184"
"1248","","","","-61.90164","-61.90164","-61.90164","","","","","","","","","","","",""
"1254","","","","","","","-56.32838","-56.32838","-56.32838","","","","","","","","",""
"1255","-45.288273","-45.288273","-45.288273","","","","","","","","","","","","","","",""
"1261","","","","","","","","","","","","","","","","-31.427568","-31.427568","-31.427568"
"1262","","","","-56.956608","-56.956608","-56.956608","","","","","","","","","","","",""
"1267","","","","","","","","","","","","","-80.21947","-80.21947","-80.21947","","",""
"1268","","","","","","","-58.82584","-58.82584","-58.82584","","","","","","","","",""
"1269","-41.49472","-41.49472","-41.49472","","","","","","","","","","","","","","",""
"1271","","","","","","","","","","-86.871735","-86.871735","-86.871735","","","","","",""
"1275","","","","","","","","","","","","","","","","-31.157398","-31.157398","-31.157398"
"1276","","","","-54.64439","-54.64439","-54.64439","","","","","","","","","","","",""
"1281","","","","","","","","","","","","","-81.24052","-81.24052","-81.24052","","",""
"1282","","","","","","","-59.66939","-59.66939","-59.66939","","","","","","","","",""
"1283","-48.495472","-48.495472","-48.495472","","","","","","","","","","","","","","",""
"1285","","","","","","","","","","-82.31811","-82.31811","-82.31811","","","","","",""
"1290","","","","-54.097496","-54.097496","-54.097496","","","","","","","","","","","",""
"1295","","","","","","","","","","","","","-84.067276","-84.067276","-84.067276","","",""
"1296","","","","","","","-59.778522","-59.778522","-59.778522","","","","","","","","",""
"1299","","","","","","","","","","-81.590355","-81.590355","-81.590355","","","","","",""
"1302","","","","","","","","","","","","","","","","-32.15063","-32.15063","-32.15063"
"1304","","","","-45.945217","-45.945217","-45.945217","","","","","","","","","","","",""
"1309","","","","","","","","","","","","","-83.81395","-83.81395","-83.81395","","",""
"1310","","","","","","","-56.6501","-56.6501","-56.6501","","","","","","","","",""
"1313","","","","","","","","","","-76.27792","-76.27792","-76.27792","","","","","",""
"1316","","","","","","","","","","","","","","","","-37.092922","-37.092922","-37.092922"
"1318","","","","-37.8039","-37.8039","-37.8039","","","","","","","","","","","",""
"1319","-57.718735","-57.718735","-57.718735","","","","","","","","","","","","","","",""
"1324","","","","","","","-56.40904","-56.40904","-56.40904","","","","","","","","",""
"1327","","","","","","","","","","-73.51723","-73.51723","-73.51723","","","","","",""
"1330","","","","","","","","","","","","","","","","-36.254917","-36.254917","-36.254917"
"1333","-59.420998","-59.420998","-59.420998","","","","","","","","","","","","","","",""
"1341","","","","","","","","","","-78.418465","-78.418465","-78.418465","","","","","",""
"1344","","","","","","","","","","","","","","","","-35.835022","-35.835022","-35.835022"
"1345","","","","","","","","","","","","","-87.90495","-87.90495","-87.90495","","",""
"1347","-62.13842","-62.13842","-62.13842","","","","","","","","","","","","","","",""
"1354","","","","-36.50634","-36.50634","-36.50634","","","","","","","","","","","",""
"1358","","","","","","","","","","","","","","","","-41.420956","-41.420956","-41.420956"
"1359","","","","","","","","","","","","","-83.52906","-83.52906","-83.52906","","",""
"1360","","","","","","","-56.430504","-56.430504","-56.430504","","","","","","","","",""
"1361","-61.174904","-61.174904","-61.174904","","","","","","","","","","","","","","",""
"1368","","","","-37.662506","-37.662506","-37.662506","","","","","","","","","","","",""
"1372","","","","","","","","","","","","","","","","-41.492058","-41.492058","-41.492058"
"1373","","","","","","","","","","","","","-79.08337","-79.08337","-79.08337","","",""
"1374","","","","","","","-59.010414","-59.010414","-59.010414","","","","","","","","",""
"1375","-58.070858","-58.070858","-58.070858","","","","","","","","","","","","","","",""
"1382","","","","-38.397118","-38.397118","-38.397118","","","","-82.14837","-82.14837","-82.14837","","","","","",""
"1387","","","","","","","","","","","","","-78.26325","-78.26325","-78.26325","","",""
"1388","","","","","","","-58.57634","-58.57634","-58.57634","","","","","","","","",""
"1389","-61.1435","-61.1435","-61.1435","","","","","","","","","","","","","","",""
"1396","","","","-41.300556","-41.300556","-41.300556","","","","-81.790215","-81.790215","-81.790215","","","","","",""
"1401","","","","","","","","","","","","","-80.9872","-80.9872","-80.9872","","",""
"1403","-61.85834","-61.85834","-61.85834","","","","","","","","","","","","","","",""
"1408","","","","","","","","","","","","","","","","-42.043022","-42.043022","-42.043022"
"1410","","","","","","","","","","-79.64948","-79.64948","-79.64948","","","","","",""
"1415","","","","-43.73008","-43.73008","-43.73008","-57.02804","-57.02804","-57.02804","","","","-84.20775","-84.20775","-84.20775","","",""
"1422","","","","","","","","","","","","","","","","-41.087326","-41.087326","-41.087326"
"1424","","","","","","","","","","-81.12882","-81.12882","-81.12882","","","","","",""
"1429","","","","-41.259773","-41.259773","-41.259773","-54.649548","-54.649548","-54.649548","","","","","","","","",""
"1436","","","","","","","","","","","","","","","","-43.453323","-43.453323","-43.453323"
"1438","","","","","","","","","","-75.96514","-75.96514","-75.96514","","","","","",""
"1443","","","","-43.92265","-43.92265","-43.92265","-56.541447","-56.541447","-56.541447","","","","","","","","",""
"1444","-65.16264","-65.16264","-65.16264","","","","","","","","","","","","","","",""
"1450","","","","","","","","","","","","","","","","-44.667976","-44.667976","-44.667976"
"1456","","","","","","","","","","","","","-80.99598","-80.99598","-80.99598","","",""
"1457","","","","-46.29469","-46.29469","-46.29469","-54.75475","-54.75475","-54.75475","","","","","","","","",""
"1458","-62.63846","-62.63846","-62.63846","","","","","","","","","","","","","","",""
"1470","","","","","","","","","","","","","-79.36368","-79.36368","-79.36368","","",""
"1471","","","","-46.01233","-46.01233","-46.01233","-56.4423","-56.4423","-56.4423","","","","","","","","",""
"1472","-69.75483","-69.75483","-69.75483","","","","","","","","","","","","","","",""
"1474","","","","","","","","","","-73.4877","-73.4877","-73.4877","","","","","",""
"1477","","","","","","","","","","","","","","","","-43.076397","-43.076397","-43.076397"
"1484","","","","","","","","","","","","","-82.11925","-82.11925","-82.11925","","",""
"1485","","","","-48.976524","-48.976524","-48.976524","-58.349693","-58.349693","-58.349693","","","","","","","","",""
"1486","-58.014935","-58.014935","-58.014935","","","","","","","","","","","","","","",""
"1488","","","","","","","","","","-75.55273","-75.55273","-75.55273","","","","","",""
"1491","","","","","","","","","","","","","","","","-42.465733","-42.465733","-42.465733"
"1498","","","","","","","","","","","","","-79.62934","-79.62934","-79.62934","","",""
"1499","","","","-44.23195","-44.23195","-44.23195","-61.23514","-61.23514","-61.23514","","","","","","","","",""
"1500","-58.55767","-58.55767","-58.55767","","","","","","","","","","","","","","",""
"1502","","","","","","","","","","-79.671814","-79.671814","-79.671814","","","","","",""
"1505","","","","","","","","","","","","","","","","-43.23036","-43.23036","-43.23036"
"1512","","","","","","","","","","","","","-80.01641","-80.01641","-80.01641","","",""
"1513","","","","-41.829315","-41.829315","-41.829315","-59.441093","-59.441093","-59.441093","","","","","","","","",""
"1514","-62.037495","-62.037495","-62.037495","","","","","","","","","","","","","","",""
"1516","","","","","","","","","","-76.027115","-76.027115","-76.027115","","","","","",""
"1519","","","","","","","","","","","","","","","","-44.904324","-44.904324","-44.904324"
"1526","","","","","","","","","","","","","-77.27809","-77.27809","-77.27809","","",""
"1527","","","","","","","-57.018353","-57.018353","-57.018353","","","","","","","","",""
"1533","","","","","","","","","","","","","","","","-44.027523","-44.027523","-44.027523"
"1543","","","","","","","","","","-73.323715","-73.323715","-73.323715","","","","","",""
"1547","","","","","","","","","","","","","","","","-49.526077","-49.526077","-49.526077"
"1549","","","","-42.7171","-42.7171","-42.7171","","","","","","","","","","","",""
"1550","-62.46124","-62.46124","-62.46124","","","","","","","","","","","","","","",""
"1557","","","","","","","","","","-72.76229","-72.76229","-72.76229","","","","","",""
"1561","","","","","","","","","","","","","","","","-52.46231","-52.46231","-52.46231"
"1562","","","","","","","","","","","","","-78.48196","-78.48196","-78.48196","","",""
"1563","","","","-42.33923","-42.33923","-42.33923","-57.80676","-57.80676","-57.80676","","","","","","","","",""
"1564","-62.228622","-62.228622","-62.228622","","","","","","","","","","","","","","",""
"1575","","","","","","","","","","","","","","","","-52.403194","-52.403194","-52.403194"
"1576","","","","","","","","","","","","","-78.9819","-78.9819","-78.9819","","",""
