"Step","Proposed_Uniform - rollout/ep_len_mean","Proposed_Uniform - rollout/ep_len_mean__MIN","Proposed_Uniform - rollout/ep_len_mean__MAX","Prior_Uniform - rollout/ep_len_mean","Prior_Uniform - rollout/ep_len_mean__MIN","Prior_Uniform - rollout/ep_len_mean__MAX","Prior_Strong - rollout/ep_len_mean","Prior_Strong - rollout/ep_len_mean__MIN","Prior_Strong - rollout/ep_len_mean__MAX","Proposed_hard - rollout/ep_len_mean","Proposed_hard - rollout/ep_len_mean__MIN","Proposed_hard - rollout/ep_len_mean__MAX","Proposed_medium2 - rollout/ep_len_mean","Proposed_medium2 - rollout/ep_len_mean__MIN","Proposed_medium2 - rollout/ep_len_mean__MAX","Prior_medium2 - rollout/ep_len_mean","Prior_medium2 - rollout/ep_len_mean__MIN","Prior_medium2 - rollout/ep_len_mean__MAX"
"19291","","","","","","","","","","","","","514.98","514.98","514.98","","",""
"19292","524.58","524.58","524.58","","","","608.2","608.2","608.2","","","","","","","","",""
"19303","","","","","","","","","","","","","","","","560.72","560.72","560.72"
"19305","","","","","","","","","","","","","519.03","519.03","519.03","","",""
"19306","","","","","","","608.9","608.9","608.9","","","","","","","","",""
"19310","","","","","","","","","","420.07","420.07","420.07","","","","","",""
"19318","","","","527.41","527.41","527.41","","","","","","","","","","","",""
"19320","","","","","","","615.3","615.3","615.3","","","","","","","","",""
"19328","520.3","520.3","520.3","","","","","","","","","","","","","","",""
"19332","","","","532.27","532.27","532.27","","","","","","","","","","","",""
"19333","","","","","","","","","","","","","517.55","517.55","517.55","","",""
"19334","","","","","","","602.51","602.51","602.51","","","","","","","","",""
"19339","","","","","","","","","","","","","","","","559.27","559.27","559.27"
"19342","524.09","524.09","524.09","","","","","","","","","","","","","","",""
"19346","","","","536.07","536.07","536.07","","","","","","","","","","","",""
"19347","","","","","","","","","","407.89","407.89","407.89","516.93","516.93","516.93","","",""
"19348","","","","","","","604.89","604.89","604.89","","","","","","","","",""
"19353","","","","","","","","","","","","","","","","557.96","557.96","557.96"
"19356","510.02","510.02","510.02","","","","","","","","","","","","","","",""
"19360","","","","533.75","533.75","533.75","","","","","","","","","","","",""
"19361","","","","","","","","","","400.32","400.32","400.32","517.88","517.88","517.88","","",""
"19367","","","","","","","","","","","","","","","","556.1","556.1","556.1"
"19375","","","","","","","","","","397.65","397.65","397.65","518.95","518.95","518.95","","",""
"19381","","","","","","","","","","","","","","","","552.51","552.51","552.51"
"19383","500.96","500.96","500.96","","","","","","","","","","","","","","",""
"19384","","","","","","","604.89","604.89","604.89","","","","","","","","",""
"19387","","","","535.31","535.31","535.31","","","","","","","","","","","",""
"19389","","","","","","","","","","399.42","399.42","399.42","528.18","528.18","528.18","","",""
"19395","","","","","","","","","","","","","","","","550.49","550.49","550.49"
"19397","496.74","496.74","496.74","","","","","","","","","","","","","","",""
"19398","","","","","","","607.2","607.2","607.2","","","","","","","","",""
"19401","","","","545.85","545.85","545.85","","","","","","","","","","","",""
"19403","","","","","","","","","","402.77","402.77","402.77","530.66","530.66","530.66","","",""
"19409","","","","","","","","","","","","","","","","557.92","557.92","557.92"
"19411","505.22","505.22","505.22","","","","","","","","","","","","","","",""
"19412","","","","","","","611.52","611.52","611.52","","","","","","","","",""
"19415","","","","549.01","549.01","549.01","","","","","","","","","","","",""
"19417","","","","","","","","","","400.09","400.09","400.09","528.01","528.01","528.01","","",""
"19423","","","","","","","","","","","","","","","","551.12","551.12","551.12"
"19425","509.82","509.82","509.82","","","","","","","","","","","","","","",""
"19426","","","","","","","610.85","610.85","610.85","","","","","","","","",""
"19429","","","","556.3","556.3","556.3","","","","","","","","","","","",""
"19431","","","","","","","","","","412.94","412.94","412.94","","","","","",""
"19437","","","","","","","","","","","","","","","","551.4","551.4","551.4"
"19439","509.88","509.88","509.88","","","","","","","","","","","","","","",""
"19440","","","","","","","611.71","611.71","611.71","","","","","","","","",""
"19443","","","","550.31","550.31","550.31","","","","","","","","","","","",""
"19445","","","","","","","","","","417.38","417.38","417.38","","","","","",""
"19451","","","","","","","","","","","","","","","","549.98","549.98","549.98"
"19457","","","","551.26","551.26","551.26","","","","","","","","","","","",""
"19458","","","","","","","","","","","","","537.36","537.36","537.36","","",""
"19465","","","","","","","","","","","","","","","","556.52","556.52","556.52"
"19467","","","","","","","614.44","614.44","614.44","","","","","","","","",""
"19471","","","","543.53","543.53","543.53","","","","","","","","","","","",""
"19472","","","","","","","","","","","","","528.71","528.71","528.71","","",""
"19473","","","","","","","","","","428.11","428.11","428.11","","","","","",""
"19475","504.38","504.38","504.38","","","","","","","","","","","","","","",""
"19481","","","","","","","615.95","615.95","615.95","","","","","","","","",""
"19484","","","","","","","","","","","","","","","","555.22","555.22","555.22"
"19485","","","","535.13","535.13","535.13","","","","","","","","","","","",""
"19486","","","","","","","","","","","","","525.71","525.71","525.71","","",""
"19487","","","","","","","","","","438.48","438.48","438.48","","","","","",""
"19489","507.29","507.29","507.29","","","","","","","","","","","","","","",""
"19495","","","","","","","604.18","604.18","604.18","","","","","","","","",""
"19498","","","","","","","","","","","","","","","","558.5","558.5","558.5"
"19499","","","","528.93","528.93","528.93","","","","","","","","","","","",""
"19500","","","","","","","","","","","","","523.06","523.06","523.06","","",""
"19501","","","","","","","","","","443.53","443.53","443.53","","","","","",""
"19503","495.74","495.74","495.74","","","","","","","","","","","","","","",""
"19509","","","","","","","609.81","609.81","609.81","","","","","","","","",""
"19512","","","","","","","","","","","","","","","","552.23","552.23","552.23"
"19514","","","","","","","","","","","","","528.58","528.58","528.58","","",""
"19515","","","","","","","","","","440.76","440.76","440.76","","","","","",""
"19517","499.75","499.75","499.75","","","","","","","","","","","","","","",""
"19523","","","","","","","605.3","605.3","605.3","","","","","","","","",""
"19526","","","","","","","","","","","","","","","","564.7","564.7","564.7"
"19528","","","","","","","","","","","","","532.63","532.63","532.63","","",""
"19529","","","","","","","","","","453.36","453.36","453.36","","","","","",""
"19531","507.63","507.63","507.63","","","","","","","","","","","","","","",""
"19535","","","","536.06","536.06","536.06","","","","","","","","","","","",""
"19537","","","","","","","608.49","608.49","608.49","","","","","","","","",""
"19542","","","","","","","","","","","","","523.67","523.67","523.67","","",""
"19545","498.44","498.44","498.44","","","","","","","","","","","","","","",""
"19549","","","","533.39","533.39","533.39","","","","","","","","","","","",""
"19551","","","","","","","597.68","597.68","597.68","","","","","","","","",""
"19556","","","","","","","","","","455.26","455.26","455.26","","","","","",""
"19559","480.2","480.2","480.2","","","","","","","","","","","","","","",""
"19562","","","","","","","","","","","","","","","","554.91","554.91","554.91"
"19563","","","","538.45","538.45","538.45","","","","","","","","","","","",""
"19570","","","","","","","","","","461.91","461.91","461.91","","","","","",""
"19573","484.02","484.02","484.02","","","","","","","","","","","","","","",""
"19576","","","","","","","","","","","","","","","","552.57","552.57","552.57"
"19578","","","","","","","","","","","","","512.83","512.83","512.83","","",""
"19587","","","","","","","605.86","605.86","605.86","","","","","","","","",""
"19590","","","","538.8","538.8","538.8","","","","","","","","","","565.5","565.5","565.5"
"19592","","","","","","","","","","","","","516.61","516.61","516.61","","",""
"19598","","","","","","","","","","454.39","454.39","454.39","","","","","",""
"19601","","","","","","","608.07","608.07","608.07","","","","","","","","",""
"19604","","","","541.54","541.54","541.54","","","","","","","","","","571.13","571.13","571.13"
"19606","","","","","","","","","","","","","516.66","516.66","516.66","","",""
"19612","","","","","","","","","","460.63","460.63","460.63","","","","","",""
"19615","489.66","489.66","489.66","","","","614.25","614.25","614.25","","","","","","","","",""
"19618","","","","543.77","543.77","543.77","","","","","","","","","","581.03","581.03","581.03"
"19620","","","","","","","","","","","","","518.33","518.33","518.33","","",""
"19626","","","","","","","","","","467.08","467.08","467.08","","","","","",""
"19629","492.68","492.68","492.68","","","","","","","","","","","","","","",""
"19632","","","","539.27","539.27","539.27","","","","","","","","","","","",""
"19634","","","","","","","","","","","","","521.05","521.05","521.05","","",""
"19640","","","","","","","","","","474.28","474.28","474.28","","","","","",""
"19642","","","","","","","617.08","617.08","617.08","","","","","","","","",""
"19643","499.19","499.19","499.19","","","","","","","","","","","","","","",""
"19645","","","","","","","","","","","","","","","","579.72","579.72","579.72"
"19646","","","","545.13","545.13","545.13","","","","","","","","","","","",""
"19654","","","","","","","","","","472.54","472.54","472.54","","","","","",""
"19656","","","","","","","612.53","612.53","612.53","","","","","","","","",""
"19657","496.51","496.51","496.51","","","","","","","","","","","","","","",""
"19659","","","","","","","","","","","","","","","","590.39","590.39","590.39"
"19660","","","","549.79","549.79","549.79","","","","","","","","","","","",""
"19661","","","","","","","","","","","","","530.62","530.62","530.62","","",""
"19668","","","","","","","","","","474.68","474.68","474.68","","","","","",""
"19670","","","","","","","620.09","620.09","620.09","","","","","","","","",""
"19671","485","485","485","","","","","","","","","","","","","","",""
"19673","","","","","","","","","","","","","","","","602.32","602.32","602.32"
"19674","","","","547.19","547.19","547.19","","","","","","","","","","","",""
"19675","","","","","","","","","","","","","533.77","533.77","533.77","","",""
"19682","","","","","","","","","","462.44","462.44","462.44","","","","","",""
"19684","","","","","","","620.68","620.68","620.68","","","","","","","","",""
"19685","480.05","480.05","480.05","","","","","","","","","","","","","","",""
"19687","","","","","","","","","","","","","","","","593.84","593.84","593.84"
"19688","","","","557.82","557.82","557.82","","","","","","","","","","","",""
"19698","","","","","","","627.71","627.71","627.71","","","","","","","","",""
"19699","485.22","485.22","485.22","","","","","","","","","","","","","","",""
"19701","","","","","","","","","","","","","","","","603.62","603.62","603.62"
"19702","","","","554.39","554.39","554.39","","","","","","","","","","","",""
"19711","","","","","","","","","","","","","541.94","541.94","541.94","","",""
"19712","","","","","","","631.02","631.02","631.02","","","","","","","","",""
"19713","487.87","487.87","487.87","","","","","","","","","","","","","","",""
"19715","","","","","","","","","","","","","","","","590.12","590.12","590.12"
"19716","","","","568.68","568.68","568.68","","","","","","","","","","","",""
"19718","","","","","","","","","","468.25","468.25","468.25","","","","","",""
"19725","","","","","","","","","","","","","534.11","534.11","534.11","","",""
"19726","","","","","","","628.37","628.37","628.37","","","","","","","","",""
